
0.000000	0.000000
0.025000	0.009003
0.050000	0.030633
0.075000	0.058784
0.100000	0.086920
0.125000	0.108855
0.150000	0.119983
0.175000	0.118333
0.200000	0.105020
0.225000	0.083880
0.250000	0.060377
0.275000	0.040154
0.300000	0.027599
0.325000	0.024835
0.350000	0.031358
0.375000	0.044362
0.400000	0.059616
0.425000	0.072598
0.450000	0.079683
0.475000	0.079038
0.500000	0.070993
0.525000	0.057874
0.550000	0.043300
0.575000	0.031158
0.600000	0.024575
0.625000	0.025130
0.650000	0.032515
0.675000	0.044702
0.700000	0.058538
0.725000	0.070574
0.750000	0.077951
0.775000	0.079105
0.800000	0.074090
0.825000	0.064508
0.850000	0.053032
0.875000	0.042674
0.900000	0.036009
0.925000	0.034524
0.950000	0.038219
0.975000	0.045697
1.000000	0.054709
1.025000	0.062846
1.050000	0.068119
1.075000	0.069434
1.100000	0.066787
1.125000	0.061247
1.150000	0.054051
1.175000	0.045454
1.200000	0.036948
1.225000	0.044131
1.250000	0.015162
1.275000	-0.079214
1.300000	-0.160324
1.325000	-0.199085
1.350000	-0.229433
1.375000	-0.252605
1.400000	-0.273145
1.425000	-0.307844
1.450000	-0.375184
1.475000	-0.491078
1.500000	-0.655715
1.525000	-0.848385
1.550000	-1.032765
1.575000	-1.172921
1.600000	-1.258123
1.625000	-0.797839
1.650000	0.355407
1.675000	1.707520
1.700000	2.611315
1.725000	3.080540
1.750000	3.127423
1.775000	2.840451
1.800000	2.301447
1.825000	1.640786
1.850000	0.991312
1.875000	0.446628
1.900000	0.041449
1.925000	-0.210009
1.950000	-0.302100
1.975000	-0.301735
2.000000	-0.390426
2.025000	-0.807739
2.050000	-1.610441
2.075000	-1.994794
2.100000	-1.807572
2.125000	-1.273212
2.150000	-0.539581
2.175000	0.112132
2.200000	0.590726
2.225000	0.793397
2.250000	0.697049
2.275000	0.366529
2.300000	-0.078371
2.325000	-0.496429
2.350000	-0.787213
2.375000	-0.879012
2.400000	-0.760916
2.425000	-0.463946
2.450000	-0.060083
2.475000	0.355495
2.500000	0.692091
2.525000	0.881379
2.550000	0.895267
2.575000	0.745938
2.600000	0.485151
2.625000	0.185873
2.650000	-0.080299
2.675000	-0.254616
2.700000	-0.311965
2.725000	-0.255553
2.750000	-0.116598
2.775000	0.054650
2.800000	0.203072
2.825000	0.284858
2.850000	0.278387
2.875000	0.188078
2.900000	0.041901
2.925000	-0.118756
2.950000	-0.250490
2.975000	-0.318111
3.000000	-0.305918
3.025000	-0.217352
3.050000	-0.075675
3.075000	0.083338
3.100000	0.220855
3.125000	0.305252
3.150000	0.320193
3.175000	0.267247
3.200000	0.165119
3.225000	0.043318
3.250000	-0.066172
3.275000	-0.136062
3.300000	-0.152192
3.325000	-0.114234
3.350000	-0.036090
3.375000	0.058629
3.400000	0.143277
3.425000	0.195428
3.450000	0.202669
3.475000	0.164966
3.500000	0.094175
3.525000	0.010027
3.550000	-0.065337
3.575000	-0.112703
3.600000	-0.121408
3.625000	-0.090643
3.650000	-0.029856
3.675000	0.044224
3.700000	0.112264
3.725000	0.157421
3.750000	0.169726
3.775000	0.148048
3.800000	0.100022
3.825000	0.039483
3.850000	-0.017441
3.875000	-0.056201
3.900000	-0.068017
3.925000	-0.051202
3.950000	-0.011587
3.975000	0.039351
4.000000	0.087776
4.025000	0.121189
4.050000	0.131696
4.075000	0.117692
4.100000	0.083985
4.125000	0.040159
4.150000	-0.002159
4.175000	-0.032129
4.200000	-0.042777
4.225000	-0.032227
4.250000	-0.004142
4.275000	0.033456
4.300000	0.070484
4.325000	0.097502
4.350000	0.108159
4.375000	0.100615
4.400000	0.077788
4.425000	0.046322
4.450000	0.014669
4.475000	-0.009001
4.500000	-0.019071
4.525000	-0.013588
4.550000	0.005311
4.575000	0.032116
4.600000	0.059536
4.625000	0.080479
4.650000	0.089892
4.675000	0.085939
4.700000	0.070304
4.725000	0.047560
4.750000	0.023831
4.775000	0.005254
4.800000	-0.003696
4.825000	-0.001171
4.850000	0.011663
4.875000	0.031030
4.900000	0.051645
4.925000	0.068168
4.950000	0.076575
4.975000	0.075135
5.000000	0.064725
5.025000	0.048455
5.050000	0.030755
5.075000	0.016230
5.100000	0.008433
5.125000	0.009047
5.150000	0.017535
5.175000	0.031352
5.200000	0.046692
5.225000	0.059549
5.250000	0.066748
5.275000	0.066732
5.300000	0.059869
5.325000	0.048249
5.350000	0.035060
5.375000	0.023744
5.400000	0.017103
5.425000	0.016616
5.450000	0.022132
5.475000	0.031959
5.500000	0.043372
5.525000	0.053368
5.550000	0.059460
5.575000	0.060286
5.600000	0.055900
5.625000	0.047683
5.650000	0.037912
5.675000	0.029154
5.700000	0.023601
5.725000	0.022521
5.750000	0.025991
5.775000	0.032915
5.800000	0.041351
5.825000	0.049065
5.850000	0.054119
5.875000	0.055350
5.900000	0.052638
5.925000	0.046869
5.950000	0.039661
5.975000	0.032917
6.000000	0.028342
6.025000	0.027000
6.050000	0.029091
6.075000	0.033924
6.100000	0.040131
6.125000	0.046054
6.150000	0.050193
6.175000	0.051577
6.200000	0.049991
6.225000	0.045987
6.250000	0.040703
6.275000	0.035544
6.300000	0.031824
6.325000	0.030426
6.350000	0.031602
6.375000	0.034936
6.400000	0.039473
6.425000	0.043992
6.450000	0.047338
6.475000	0.048713
6.500000	0.047865
6.525000	0.045120
6.550000	0.041270
6.575000	0.037346
6.600000	0.034357
6.625000	0.033020
6.650000	0.033603
6.675000	0.035872
6.700000	0.039166
6.725000	0.042593
6.750000	0.045270
6.775000	0.046548
6.800000	0.046171
6.825000	0.044318
6.850000	0.041534
6.875000	0.038569
6.900000	0.036192
6.925000	0.034980
6.950000	0.035191
6.975000	0.036709
7.000000	0.039083
